handle,maintainer-email,name,provider-homepage,provider-institution,provider-name,template-type
RePEc:mop:lasrwp,jean-christophe.poudou@univ-montp1.fr,Cahiers du LASER (LASER Working Papers),http://www.laser.univ-montp1.fr,RePEc:edi:lsmplfr,"LASER (Laboratoire de Science Economique de Richter), Faculty of Economics, University of Montpellier 1",ReDIF-Series 1.0
RePEc:mos:cdeswps,Simon.Angus@monash.edu,Centre for Development Economics and Sustainability (CDES) Working Paper Series,http://business.monash.edu/cdes,RePEc:edi:dxmonau,"Monash University, Monash Business School",ReDIF-Series 1.0
RePEc:mpc:wpaper,webmaster@bankofengland.co.uk,Discussion Papers,http://www.bankofengland.co.uk/publications/externalmpcpapers/index.htm,RePEc:edi:mpcgvuk,"Monetary Policy Committee Unit, Bank of England",ReDIF-Series 1.0
RePEc:mpg:wpaper,martin@coll.mpg.de,Discussion Paper Series of the Max Planck Institute for Research on Collective Goods,,RePEc:edi:mppggde,Max Planck Institute for Research on Collective Goods,ReDIF-Series 1.0
RePEc:mpi:wpaper,hans.mueller@tax.mpg.de,Working Papers,http://www.tax.mpg.de/,RePEc:edi:mptaxde,Max Planck Institute for Tax Law and Public Finance,ReDIF-Series 1.0
RePEc:MPR:mprres,jlustig@mathematica-mpr.com,Mathematica Policy Research Reports,,RePEc:edi:mathius,Mathematica Policy Research,ReDIF-Series 1.0
RePEc:mrb:wpaper,sonja.orthaber@uni-mb.si,Working Papers,http://www.epf.uni-mb.si/,RePEc:edi:sbumbsi,"University of Maribor, Faculty of Economics and Business",ReDIF-Series 1.0
RePEc:mrd:martwp,htekguc@gmail.com,Working Papers,http://iktisat.artuklu.edu.tr/,RePEc:edi:demrdtr,"Mardin Artuklu Univeristy, Department of Economics",ReDIF-Series 1.0
RePEc:mrq:wpaper,andrew.g.meyer@marquette.edu,Working Papers and Research,http://business.marquette.edu/departments/economics/,RePEc:edi:ecomuus,"Marquette University, Center for Global and Economic Studies and Department of Economics",ReDIF-Series 1.0
RePEc:mrr:papers,mrrcumich@umich.edu,Working Papers,http://www.mrrc.isr.umich.edu/publications/papers/,RePEc:edi:isumius,"University of Michigan, Michigan Retirement Research Center",ReDIF-Series 1.0
RePEc:msb:wpaper,bowenh@queens.edu,Discussion Paper Series,http://mccoll.queens.edu/,RePEc:edi:sbqueus,"McColl School of Business, Queens University of Charlotte",ReDIF-Series 1.0
RePEc:msc:wpaper,fatma.aslan@bilgi.edu.tr,Working Papers,http://mscenter.bilgi.edu.tr,RePEc:edi:msbiltr,"Murat Sertel Center for Advanced Economic Studies, Istanbul Bilgi University",ReDIF-Series 1.0
RePEc:mse:cesdoc,Lucie.Label@univ-paris1.fr,Documents de travail du Centre d'Economie de la Sorbonne,,RePEc:edi:cenp1fr,"UniversitÈ PanthÈon-Sorbonne (Paris 1), Centre d'Economie de la Sorbonne",ReDIF-Series 1.0
RePEc:msh:ebswps,xibin.zhang@monash.edu,Monash Econometrics and Business Statistics Working Papers,http://business.monash.edu/econometrics-and-business-statistics,RePEc:edi:dxmonau,"Monash University, Department of Econometrics and Business Statistics",ReDIF-Series 1.0
,,,,,,
RePEc:msm:wpaper,by@msm.nl,Working Papers,http://research.msm.nl,RePEc:edi:msmmmnl,Maastricht School of Management,ReDIF-Series 1.0
RePEc:msn:rfjrnl,rges@umich.mx,Revista de la Facultad de ContadurÌa y Ciencias Administrativas,http://rfcca.umich.mx/,RePEc:edi:famicmx,"Universidad Michoacana de San Nicol·s de Hidalgo, Facultad de ContadurÌa y Ciencias Administrativas",ReDIF-Series 1.0
RePEc:mss:wpaper,webmaster@agecon.msstate.edu,Working Papers,http://www.agecon.msstate.edu,RePEc:edi:damssus,"Mississippi State University, Department of Agricultural Economics",ReDIF-Series 1.0
RePEc:mst:csilar,manghina@csilmilano.com,CSIL articles,https://www.csilmilano.com/,RePEc:edi:csilmit,CSIL Centre for Industrial Studies,ReDIF-Series 1.0
RePEc:mtf:wpaper,sebastian.dullien@htw-berlin.de,"Competence Centre on Money, Trade, Finance and Development",http://finance-and-trade.htw-berlin.de,RePEc:mtf:f1fhtde,"Hochschule fuer Technik und Wirtschaft, Berlin",ReDIF-Series 1.0
RePEc:mth:ifb888,tech@macrothink.org,International Finance and Banking,http://ifb.macrothink.org,,Macrothink Institute,ReDIF-Series 1.0
RePEc:mtk:fechap,anne.reino@ut.ee,University of Tartu - Faculty of Economics and Business Administration,http://www.mtk.ut.ee,RePEc:edi:febutee,"Faculty of Economics and Business Administration, University of Tartu (Estonia)",ReDIF-Series 1.0
RePEc:mtl:montec,sharon.brewer@umontreal.ca,Cahiers de recherche,http://www.cireq.umontreal.ca,RePEc:edi:cdmtlca,"Centre interuniversitaire de recherche en Èconomie quantitative, CIREQ",ReDIF-Series 1.0
RePEc:mtn:ancoec,info@metronjournal.it,Metron - International Journal of Statistics,,,"Dipartimento di Statistica, Probabilit‡ e Statistiche Applicate - University of Rome",ReDIF-Series 1.0
RePEc:mtp:chapts,kwaites@mit.edu,MIT Press Book Chapters,http://mitpress.mit.edu,,The MIT Press,ReDIF-Series 1.0
RePEc:mts:thouse,sgovan@mtsu.edu,Tennessee Housing Market,http://www.mtsu.edu/~berc/housingbrief.html,RePEc:edi:efmtsus,"Middle Tennessee State University, Business and Economic Research Center",ReDIF-Series 1.0
RePEc:mtu:wpaper,info@motu.org.nz,Working Papers,http://www.motu.org.nz,RePEc:edi:motuenz,Motu Economic and Public Policy Research,ReDIF-Series 1.0
RePEc:mub:wpaper,wpkve@econ.muni.cz,Working Papers,http://www.econ.muni.cz/,RePEc:edi:emunicz,"Masaryk University, Faculty of Economics and Administration, Department of Public Economics",ReDIF-Series 1.0
RePEc:muc:wpaper,17nohi@wiwi.uni-muenster.de,Working Papers,http://www.wiwi.uni-muenster.de/insiwo,RePEc:edi:ismuede,"Institute of Spatial and Housing Economics, Munster Universitary",ReDIF-Series 1.0
RePEc:mul:jDP901,rivisteweb@mulino.it,"Journal of Financial Management, Markets and Institutions",https://www.rivisteweb.it/,,Societ√† editrice il Mulino,ReDIF-Series 1.0
RePEc:mur:wpaper,digitum@um.es,UMUFAE Economics Working Papers,,RePEc:edi:fcmures,DIGITUM. Universidad de Murcia,ReDIF-Series 1.0
RePEc:mut:wpaper,10sekr@wiwi.uni-muenster.de,Working Papers,https://www.wiwi.uni-muenster.de/ivm/,RePEc:edi:ilmuede,"Institute of Transport Economics, University of Muenster",ReDIF-Series 1.0
RePEc:mve:journl,KennethBrown@MissouriState.edu,Journal of Economic Insight (formerly the Journal of Economics (MVEA)),http://www.mvea.net,RePEc:edi:mveaaea,Missouri Valley Economic Association,ReDIF-Series 1.0
RePEc:nam:befdpb,marie-helene.mathieu@unamur.be,BeFinD Policy Briefs,http://www.befind.be/,RePEc:edi:fsfunbe,"University of Namur, Department of Economics",ReDIF-Series 1.0
RePEc:nan:wpaper,acllim@ntu.edu.sg,Economic Growth Centre Working Paper Series,http://egc.sss.ntu.edu.sg/,RePEc:edi:dentusg,"Nanyang Technological University, School of Social Sciences, Economic Growth Centre",ReDIF-Series 1.0
RePEc:nap:nijsrr,info@napublisher.org,Noble International Journal of Scientific Research,http://www.napublisher.org/?ic=journal&journal=9&info=aims,,Noble Academic Publsiher,ReDIF-Series 1.0
RePEc:nav:ecupna,jpuertolas@unavarra.es,Documentos de Trabajo - Lan Gaiak,http://www.econ.unavarra.es,,Departamento de EconomÌa - Universidad P˙blica de Navarra,ReDIF-Series 1.0
RePEc:nax:conyad,revista_cya@fca.unam.mx,ContadurÌa y AdministraciÛn,http://http://www.cya.unam.mx/index.php/cya/,RePEc:edi:fcunamx,Accounting and Management,ReDIF-Series 1.0
RePEc:naz:wpaper,in.kim@nu.edu.kz,Working Papers,https://shss.nu.edu.kz/academics/departments/economics-department/,RePEc:edi:econukz,"Nazarbayev University, Department of Economics",ReDIF-Series 1.0
RePEc:nbb:ecrart,documentation@nbb.be,Economic Review,https://www.nbb.be/,RePEc:edi:bnbgvbe,National Bank of Belgium,ReDIF-Series 1.0
RePEc:nbp:nbpchp,mis@nbp.pl,Chapters from NBP Conference Publications,http://www.nbp.pl/Homen.aspx?f=/en/publikacje/materialy_i_studia/informacja_en.html,RePEc:edi:nbpgvpl,"Narodowy Bank Polski, Economic Research Department",ReDIF-Series 1.0
RePEc:nbr:nberch,feenberg@nber.org,NBER Chapters,http://www.nber.org,RePEc:edi:nberrus,"National Bureau of Economic Research, Inc",ReDIF-Series 1.0
RePEc:nbs:wpaper,Simeon.Coleman@ntu.ac.uk,Working Papers,http://www.ntu.ac.uk/nbs,,"Nottingham Trent University, Nottingham Business School, Economics Division",ReDIF-Series 1.0
RePEc:nbz:NBSUON,nova@newcastle.edu.au,Newcastle Business School Discussion Paper Series: Research on the Frontiers of Knowledge,http://www.newcastle.edu.au/,,"The University of Newcastle, Australia",ReDIF-Series 1.0
RePEc:nca:ncaerj,stripathi@ncaer.org,India Policy Forum,http://www.ncaer.org,RePEc:edi:ncaerin,National Council of Applied Economic Research,ReDIF-Series 1.0
RePEc:nco:wpaper,robert.hempenius@nma.nl,NMa Working Papers,http://www.nma.nl,RePEc:edi:nmagvnl,Netherlands Competition Authority,ReDIF-Series 1.0
RePEc:ncs:wpaper,fanis_tsoulouhas@ncsu.edu,Working Paper Series,http://www.mgt.ncsu.edu/faculty/economics.html,RePEc:edi:dencsus,"North Carolina State University, Department of Economics",ReDIF-Series 1.0
RePEc:nct:articl,alain.segessemann@unine.ch,GRET Article Papers,http://www2.unine.ch/socio/,RePEc:edi:grenech,"GRET Group of Research in Territorial Economy, University of Neuch‚tel",ReDIF-Series 1.0
RePEc:nea:journl,tcharge@gmail.com,Journal of the New Economic Association,http://www.econorus.org/english.phtml,RePEc:edi:nearuea,New Economic Association,ReDIF-Series 1.0
RePEc:nec:retceo,jlsoubret@necplus.eu,Revue d'√©tudes comparatives Est-Ouest,http://www.necplus.eu/jid_REC,,Editions NecPlus,ReDIF-Series 1.0
RePEc:neo:epjour,vladislav_swu@abv.bg,Entrepreneurship,http://www.fe.swu.bg/en/,RePEc:edi:feswubg,"Faculty of Economics, SOUTH-WEST UNIVERSITY ""NEOFIT RILSKI"", BLAGOEVGRAD",ReDIF-Series 1.0
RePEc:net:wpaper,submissions@netinst.org,Working Papers,http://www.NETinst.org/,RePEc:edi:,NET Institute,ReDIF-Series 1.0
RePEc:nev:wpaper,morgan.cynthia@epa.gov,NCEE Working Paper Series,https://www.epa.gov/environmental-economics,RePEc:edi:nepgvus,"National Center for Environmental Economics, U.S. Environmental Protection Agency",ReDIF-Series 1.0
RePEc:new:wpaper,mark.setterfield@newschool.edu,Working Papers,http://www.newschool.edu/nssr/economics/,RePEc:edi:denewus,"New School for Social Research, Department of Economics",ReDIF-Series 1.0
,,,,,,ReDIF-Series 1.0Name: Working PapersProvider-Name: University of Minnesota: Nexus Research GroupProvider-Homepage: http://davidlevinson.orgProvider-Institution: RePEc:edi:nexmnusMaintainer-Name: David LevinsonMaintainer-Email: dlevinson@umn.eduType: ReDIF-PaperHandle: RePEc:nex:wpaper
RePEc:nfi:nfirpt,raymond.thomas@indstate.edu,NFI Reports,http://www.indstate.edu/business/NFI/,RePEc:edi:nfinsus,"Indiana State University, Scott College of Business, Networks Financial Institute",ReDIF-Series 1.0
RePEc:ngi:dpaper,dp@r-center.grips.ac.jp,GRIPS Discussion Papers,http://www.grips.ac.jp/r-center/en/discussion_papers/,RePEc:edi:gripsjp,National Graduate Institute for Policy Studies,ReDIF-Series 1.0
RePEc:nid:ndagan,nir@nirdagan.com,Economic theory and game theory,http://www.nirdagan.com/research/,,Nir Dagan,ReDIF-Series 1.0
RePEc:nig:wpaper,s.raghav@nuigalway.ie,Working Papers,http://economics.nuigalway.ie,RePEc:edi:deucgie,"National University of Ireland Galway, Department of Economics",ReDIF-Series 1.0
RePEc:nii:wpaper,danielgt@nioi.gov.il,Working Papers,http://www.btl.gov.il,RePEc:edi:niigvil,National Insurance Institute of Israel,ReDIF-Series 1.0
RePEc:nim:nimawp,nima@eeg.uminho.pt,NIMA Working Papers,http://nima.eeg.uminho.pt/,,"N˙cleo de InvestigaÁ„o em Microeconomia Aplicada (NIMA), Universidade do Minho",ReDIF-Series 1.0
RePEc:nip:nipewp,mjthompson@eeg.uminho.pt,NIPE Working Papers,http://www3.eeg.uminho.pt/economia/nipe/versao_inglesa/index_uk.htm,RePEc:edi:nipampt,NIPE - Universidade do Minho,ReDIF-Series 1.0
RePEc:nir:nirwps,mary.obrien@may.ie,NIRSA Working Paper Series,http://www.nuim.ie/nirsa/,RePEc:edi:nirsaie,"National Institute for Regional and Spatial Analysis (NIRSA), NUI Maynooth, Ireland.",ReDIF-Series 1.0
RePEc:nki:journl,simonfalvi@demografia.hu,Demogr·fia English Edition,http://demografia.hu/en/,RePEc:nki,Hungarian Demographic Research Institute,ReDIF-Series 1.0
RePEc:nlv:wpaper,bill.robinson@unlv.edu,Working Papers,http://business.unlv.edu/econ/,RePEc:edi:denlvus,"University of Nevada, Las Vegas , Department of Economics",ReDIF-Series 1.0
RePEc:nmp:nuland,cendocu@mdp.edu.ar,N¸lan. Deposited Documents,http://eco.mdp.edu.ar,RePEc:edi:femdpar,"Centro de DocumentaciÛn, Facultad de Ciencias EconÛmicas y Sociales, Universidad Nacional de Mar del Plata",ReDIF-Series 1.0
RePEc:noa:journl,info@notitia.hr,Notitia - journal for sustainable development,http://www.notitia.hr,,Notita Ltd.,ReDIF-Series 1.0
RePEc:nod:wpaper,tjohns20@nd.edu,Working Papers,http://economics.nd.edu,RePEc:edi:deendus,"University of Notre Dame, Department of Economics",ReDIF-Series 1.0
RePEc:noj:journl,halvor.mehlum@econ.uio.no,Nordic Journal of Political Economy,http://www.nopecjournal.org,,Nordic Journal of Political Economy,ReDIF-Series 1.0
RePEc:nom:occasi,robert.hoffmann@nottingham.ac.uk,Occasional Papers,http://ampang.nottingham.edu.my/business/,RePEc:edi:bsnotmy,Nottingham University Business School,ReDIF-Series 1.0
RePEc:nor:wpaper,t.cornelissen@ucl.ac.uk,Norface Discussion Paper Series,,RePEc:edi:cmucluk,"Norface Research Programme on Migration, Department of Economics, University College London",ReDIF-Series 1.0
repec:nos:voprob,ebagdasarova@hse.ru,Educational Studies,http://vo.hse.ru/en/,,Higher School of Economics,ReDIF-Series 1.0
RePEc:not:notcdx,suzanne.robey@nottingham.ac.uk,Discussion Papers,http://www.nottingham.ac.uk/economics/cedex/,RePEc:edi:cdnotuk,"The Centre for Decision Research and Experimental Economics, School of Economics, University of Nottingham",ReDIF-Series 1.0
RePEc:nov:artigo,ne@face.ufmg.br,Nova Economia,,RePEc:edi:fufmgbr,"Economics Department,",ReDIF-Series 1.0
RePEc:now:jnllfa,alet.heezemans@nowpublishers.com,"Journal of Law, Finance, and Accounting",http://www.nowpublishers.com/,,now publishers,ReDIF-Series 1.0
RePEc:npf:wpaper,siva.chidambaram@nipfp.org.in,Working Papers,http://www.nipfp.org.in,RePEc:edi:nipfpin,National Institute of Public Finance and Policy,redif-series 1.0
RePEc:nrb:wpaper,review@nrb.org.np,NRB Working Paper,http://www.nrb.org.np/ecorev/,RePEc:edi:nrbgvnp,"Nepal Rastra Bank, Research Department",ReDIF-Series 1.0
RePEc:nsb:seemhn,webadmin@nbs.rs,SEEMHN papers,http://www.nbs.rs,RePEc:edi:nbjgvyu,National Bank of Serbia,ReDIF-Series 1.0
RePEc:nsr:niesrd,library@niesr.ac.uk,NIESR Discussion Papers,http://niesr.ac.uk,,National Institute of Economic and Social Research,ReDIF-Series 1.0
RePEc:nst:samfok,econ@svt.ntnu.no,Working Paper Series,http://www.svt.ntnu.no/iso/WP/wp.htm,RePEc:edi:isontno,"Department of Economics, Norwegian University of Science and Technology",ReDIF-Series 1.0
RePEc:nsu:asseec,amatei@snspa.ro,ASsee Online Series,http://www.balcannet.eu/assee.htm,RePEc:edi:fasnsro,South-Eastern European Administrative Studies ñ ASsee Online Series,ReDIF-Series 1.0
RePEc:nsw:discus,z.crouch@unsw.edu.au,Taxation,http://www.atax.unsw.edu.au,RePEc:edi:atnswau,"ATAX, University of New South Wales",ReDIF-Series 1.0
RePEc:ntd:wpaper,jfortuna@eco.uva.es,"Working Papers ""New Trends on Business Administration"". Documentos de Trabajo ""Nuevas Tendencias en DirecciÛn de Empresas"".",,RePEc:edi:ntuvaes,"Interuniversity Research Master and Doctorate Program (with a quality mention of ANECA) on ""Business Economics"", Universities of Valladolid, Burgos, Salamanca and LeÛn (Spain). Until 2008, Interuniversity Doctorate Program (with a quality mention of ANECA) ìNew trends in Business Administrationî, Universities of Valladolid, Burgos, and Salamanca (Spain).",ReDIF-Series 1.0
RePEc:ntj:journl,acrampton@hq.ntanet.org,National Tax Journal,https://www.ntanet.org/,RePEc:edi:ntaaaea,National Tax Association,ReDIF-Series 1.0
RePEc:nto:wpaper,frank@ntou.edu.tw,Working Papers,http://www.iae.ntou.edu.tw/,RePEc:edi:ifntotw,"Institute of Applied Economics, National Taiwan Ocean University, Taiwan",ReDIF-Series 1.0
RePEc:ntu:ntumef,albul@ipe.ro,New Trends in Modelling and Economic Forecast (MEF 2011),http://www.univnt.ro/,RePEc:edi:feuntro,"""Nicolae Titulescu"" University of Bucharest, Faculty of Economic Sciences",ReDIF-Series 1.0
RePEc:ntw:wpaper,econman@ntu.edu.tw,Working Papers,http://www.econ.ntu.edu.tw/,RePEc:ntw,"National Taiwan University, Department of Economics",ReDIF-Series 1.0
RePEc:nub:occpap,robert.hoffmann@nottingham.ac.uk,Occasional Papers,,RePEc:edi:ienotuk,Industrial Economics Division,ReDIF-Series 1.0
RePEc:nuf:esohwp,maxine.collett@nuffield.ox.ac.uk,Oxford University Economic and Social History Series,https://www.nuffield.ox.ac.uk/economics/,RePEc:edi:egpoxuk,"Economics Group, Nuffield College, University of Oxford",ReDIF-Series 1.0
RePEc:nup:jrmdke,cristian.vidu@facultateademanagement.ro,Management Dynamics in the Knowledge Economy Journal,,RePEc:edi:fmsnsro,"College of Management, National University of Political Studies and Public Administration",ReDIF-Series 1.0
RePEc:nus:nusewp,ecslimmw@nus.edu.sg,Departmental Working Papers,http://www.fas.nus.edu.sg/ecs/index.html,RePEc:edi:denussg,"National University of Singapore, Department of Economics",ReDIF-Series 1.0
RePEc:nva:unnvaa,ncid@unav.es,NCID Working Papers,http://ncid.unav.edu,,"Navarra Center for International Development, University of Navarra",ReDIF-Series 1.0
RePEc:nwe:godish,vlazarova@unwe.bg,Godishnik na UNSS,http://www.unwe.bg/,RePEc:edi:unweebg,"University of National and World Economy, Sofia, Bulgaria",ReDIF-Series 1.0
RePEc:nwu:cmsems,fwalker@kellogg.northwestern.edu,Discussion Papers,http://www.kellogg.northwestern.edu/research/math/,RePEc:edi:cmnwuus,"Northwestern University,",ReDIF-Series 1.0
RePEc:nya:albaec,bpark2@albany.edu,Discussion Papers,,,"University at Albany, SUNY, Department of Economics",ReDIF-Series 1.0
RePEc:nye:nyervw,eric@doviak.net,New York Economic Review,https://sites.google.com/site/econnysea/,RePEc:edi:nyseaea,New York State Economics Association (NYSEA),ReDIF-Series 1.0
RePEc:nyo:oswaaa,kane@oswego.edu,Departmental Working Papers,http://www.oswego.edu/~economic/,RePEc:edi:edoswus,"Department of Economics, SUNY-Oswego",ReDIF-Series 1.0
RePEc:nys:sunysb,samuele.centorrino@stonybrook.edu,Department of Economics Working Papers,http://www.stonybrook.edu/commcms/economics/,RePEc:edi:edstous,"Stony Brook University, Department of Economics",ReDIF-Series 1.0
RePEc:nzb:nzbans,knowledge@rbnz.govt.nz,Reserve Bank of New Zealand Analytical Notes series,http://www.rbnz.govt.nz,RePEc:edi:rbngvnz,Reserve Bank of New Zealand,ReDIF-Series 1.0
RePEc:nzt:nztwps,web.publishing@treasury.govt.nz,Treasury Working Paper Series,http://www.treasury.govt.nz,RePEc:edi:tregvnz,New Zealand Treasury,ReDIF-Series 1.0
RePEc:occ:wpaper,kirsten@oxy.edu,Occidental Economics Working Papers,http://www.oxy.edu/economics/,RePEc:edi:deoxyus,"Occidental College, Department of Economics",ReDIF-Series 1.0
RePEc:ocp:dbbook,webmaster@ocppc.ma,Books & Reports,http://www.ocppc.ma/publications/Books-%26-Reports,RePEc:edi:ocppcma,OCP Policy Center,ReDIF-Series 1.0
RePEc:ODI:bpaper,v.tongue@odi.org.uk,Briefing Papers,,RePEc:edi:odioruk,"Economics and Statistics Analysis Unit (ESAU), Overseas Development Institute",ReDIF-Series 1.0
RePEc:ods:journl,agg@ua.fm,Journal of Applied Management and Investments,,RePEc:edi:dmonaua,"Department of Business Administration and Corporate Security, International Humanitarian University",ReDIF-Series 1.0
RePEc:oec:stdkab,repec@oecd.org,OECD Journal: Journal of Business Cycle Measurement and Analysis,http://www.oecd.org,RePEc:edi:oecddfr,"OECD Publishing, Centre for International Research on Economic Tendency Surveys",ReDIF-Series 1.0
